u,e,a_p,predictions,labels
0.9935489,-0.23302318,1.4987402,1,1
1.062614,1.3270749,0.4117264,1,1
-0.8712071,0.42568490000000003,-0.49922183,0,0
0.30289856,0.21767181,0.37345126,1,1
-0.8712071,1.1190618,-1.3029996000000001,0,0
0.64822376,-1.0304065999999998,0.95523334,1,1
1.131679,-0.64904934,-0.537497,0,0
-0.52588195,-0.059678953,0.7791677,1,1
-0.73307705,-1.2037508,-0.9355584000000001,0,0
-1.5618575000000001,-0.9610689,1.0700587,1,1
-0.94027215,1.3617437,-0.5068768,0,0
0.3719636,0.70303565,1.6441858,1,1
1.6151342,0.21767181,1.6212207,1,1
1.5460693,-0.37169856,-0.34612128,1,1
-1.4237274,1.2230683999999998,1.45281,1,1
-1.2855973,0.52969146,1.1389539,1,1
-0.38775185,-1.5157704,-0.85135305,1,1
0.3719636,-1.5851082,-0.33081123,1,1
0.64822376,0.6683668,1.1312989,1,1
-1.0093372,1.0497241000000002,0.21269569,0,0
-0.38775185,-0.19835433,-1.6627859,0,0
0.44102862,0.4950226,0.5571719,1,1
-1.6999876,0.8763799000000001,-1.0733489,0,0
-0.94027215,0.078996435,1.5063951999999998,1,1
-0.52588195,0.84171104,0.18207559,1,1
0.5791586999999999,0.42568490000000003,1.3456397,1,1
-1.4927925,0.8763799000000001,1.4987402,1,1
-0.45681688,0.21767181,0.304556,1,1
-1.3546624,-1.0650754999999998,0.58779204,1,1
-0.8712071,0.25234067,0.871028,1,1
0.5791586999999999,-0.9610689,1.0317836,1,1
-1.0093372,0.9457175999999999,0.39641634,1,1
0.30289856,-0.7530559,1.5752906,1,1
0.2338335,-1.2037508,-0.6676324,1,1
0.30289856,1.4310813999999998,-1.2187943,0,0
-0.24962178,1.1883996000000001,-0.8743181000000001,0,0
1.2698091,-0.059678953,-0.85135305,0,0
-0.24962178,-0.6837181999999999,0.32752109999999995,1,1
0.30289856,-0.78772473,1.5140502,1,1
1.4770041999999999,-1.619777,0.9093030999999999,1,1
-1.6999876,0.21767181,0.58779204,1,1
1.3388741000000002,0.98038644,-0.11647047,1,0
0.16476846,0.633698,-1.371895,0,0
0.16476846,-1.2730886000000001,0.28159094,1,1
-0.111491695,0.044327587,0.18973061,1,1
-0.24962178,-1.619777,1.2461243999999998,1,1
0.09570342,0.21767181,1.4145348999999998,1,1
-0.8712071,1.7084322,-0.6370123000000001,0,0
-0.594947,-0.09434780000000001,0.6031021,1,1
0.9935489,-1.6891147000000002,1.4604651000000002,1,1
1.131679,-1.0304065999999998,1.0164735,1,1
-1.2165323000000001,-0.19835433,-0.29253608,1,1
-1.4927925,0.18300296,-0.45329165,1,1
0.30289856,0.56436026,-1.2494143999999998,0,0
1.5460693,-0.44103625,1.6288757,1,1
-0.3186868,-0.47570512,-1.4637552,0,0
0.026638385,0.42568490000000003,1.3992248999999999,1,1
-0.45681688,0.7723734,1.6518408,1,1
0.7863538,0.18300296,-0.49156679999999997,0,0
-1.3546624,0.14833413,1.2001941,1,1
1.3388741000000002,1.7084322,0.7255825,0,0
-1.2855973,-0.6143805,-0.17771068,1,1
1.3388741000000002,-0.5450428,-0.4686017,0,1
-0.73307705,0.14833413,0.76385766,1,1
1.131679,-0.9610689,-0.055230256,1,1
0.44102862,-0.09434780000000001,0.82509786,1,1
-0.111491695,0.98038644,-0.9967985999999999,0,0
0.7172888000000001,-1.4117639,-0.21598582,1,1
-1.4927925,-1.0650754999999998,0.5342068,1,1
0.09570342,1.2230683999999998,0.67965233,1,1
1.131679,-0.33702973,0.028975043,1,1
-0.18055673,-0.8570624,-0.43798159999999997,0,0
-0.111491695,0.7377045,-1.5556155,0,0
0.09570342,-1.7237836,-1.103969,0,1
1.5460693,0.078996435,0.9399233,1,1
0.44102862,-1.6544458999999998,0.18973061,1,1
0.9244839,1.1537306,1.4604651000000002,1,1
0.5791586999999999,0.46035373,-0.8896281999999999,0,0
-0.3186868,-1.4464328000000002,0.32752109999999995,1,1
-0.3186868,-1.2037508,-1.1805192,0,0
-1.1474673,-1.3424263,1.1312989,1,1
-1.4927925,-0.6837181999999999,-1.5862356000000002,0,0
0.3719636,1.5697569,-1.7163712,0,0
1.5460693,0.70303565,-0.56046206,0,1
-0.73307705,-0.8570624,-1.0503837999999999,0,0
-0.94027215,-0.89173126,-0.18536570000000002,0,0
-1.2855973,-0.89173126,1.5523254,1,1
0.7172888000000001,-1.4117639,1.1312989,1,1
-0.73307705,-0.89173126,-1.1728642,1,1
-1.5618575000000001,-0.059678953,-1.1192790000000001,0,0
0.16476846,-1.1344131000000002,1.0853688,1,1
0.9244839,-1.4117639,1.2231593,1,1
1.5460693,0.5990291,-0.36908635,0,0
1.4770041999999999,-1.4464328000000002,-1.1192790000000001,1,1
0.7172888000000001,-1.0997443,0.99350846,1,1
-0.8712071,0.14833413,-0.9125933,0,0
-1.1474673,-0.6837181999999999,-1.2341043999999999,1,0
-0.042426652999999995,-1.3077573999999998,0.36579624,1,1
0.30289856,1.535088,-0.92790335,0,0
-1.4237274,-1.6544458999999998,-0.8666630999999999,1,1
-0.18055673,0.9110486999999999,-0.48391178,0,0
0.7172888000000001,-1.3770951,0.8021328000000001,1,1
-1.6999876,0.6683668,-0.3537763,0,0
1.131679,-1.5504394,1.0394386,1,1
0.7172888000000001,0.42568490000000003,1.1848841,1,1
0.9935489,-0.9610689,-1.126934,0,0
0.026638385,0.8763799000000001,0.31221104,1,0
-1.6999876,-0.30236086,-1.0044537,0,1
1.062614,0.633698,-0.843698,0,0
-0.24962178,-1.3424263,1.6135656999999999,1,1
1.6151342,-0.025010105,1.429845,1,1
0.44102862,-0.9610689,0.87868303,1,1
-0.38775185,1.3964126000000001,0.45765656,1,1
1.131679,-0.40636742,1.0624037,1,1
0.7172888000000001,1.4657502,-0.9661784999999999,0,0
1.4770041999999999,-0.025010105,-0.5681170999999999,0,0
-0.042426652999999995,-0.47570512,-0.6982524999999999,0,0
-1.2855973,-1.619777,0.95523334,1,1
1.131679,-0.37169856,0.06725018,1,1
-1.5618575000000001,-0.78772473,0.18207559,1,1
1.4079392,0.32167834,0.64903224,1,1
1.6841993000000002,-0.51037395,-1.3336197,0,0
0.2338335,0.6683668,-0.5987372,0,0
0.3719636,1.7084322,0.11318034,0,0
-0.38775185,1.5004191,-1.4867203000000002,0,0
-0.45681688,0.42568490000000003,1.5217053,1,1
0.026638385,1.2577372,1.6824609000000001,1,1
-0.594947,1.2924061000000002,-0.8054229,0,0
-0.6640119999999999,-0.26769203,0.37345126,1,1
1.131679,-1.2037508,-1.2494143999999998,0,0
0.16476846,-1.4464328000000002,0.9781984,1,1
-0.3186868,1.5004191,-1.3489299,0,0
0.9935489,1.6737634,1.3379847,1,1
1.5460693,0.8070421999999999,-1.2953446000000002,0,0
-0.38775185,0.113665275,-0.6063921999999999,0,0
0.85541886,-0.23302318,1.6594958,1,1
-1.6309226000000001,1.4657502,0.105525315,0,0
1.131679,-0.6143805,0.34283116,1,1
1.4770041999999999,-0.26769203,-0.6063921999999999,0,0
1.2698091,-0.19835433,-0.23129588,0,0
0.9935489,0.7723734,-0.23129588,0,0
1.4770041999999999,0.4950226,0.1591105,1,1
1.131679,-0.9957378,-0.6063921999999999,0,0
-1.4237274,1.3964126000000001,0.39641634,0,0
-0.45681688,0.32167834,-0.5451520000000001,0,0
1.2698091,1.3617437,1.4375,1,1
1.3388741000000002,0.21767181,1.2384694,1,1
0.09570342,1.6044257,-0.33081123,0,0
0.09570342,-0.30236086,1.3762598,1,1
-1.4237274,1.4310813999999998,-1.6704409,0,0
0.5100937,-0.37169856,0.9781984,1,1
-1.2855973,-0.12901664,-1.4790653,0,0
-0.18055673,1.4657502,-0.42267156,0,0
-0.18055673,1.2924061000000002,-0.21598582,0,0
1.2698091,0.46035373,-1.0121087,0,0
0.3719636,0.2870095,-0.9202483,0,0
0.5791586999999999,-1.0650754999999998,0.22035071,1,1
-0.18055673,0.6683668,1.429845,1,1
0.9935489,-1.3077573999999998,-0.085850365,1,1
0.9244839,-0.89173126,1.0011635,1,1
0.9935489,-0.30236086,1.3915699,1,1
-1.0784023,-0.8570624,-0.7441827,1,1
-1.4927925,1.5697569,0.8097878000000001,1,0
-0.3186868,0.52969146,-1.0580388,0,0
0.5100937,-0.26769203,-1.6015457,0,0
-0.111491695,1.3617437,0.21269569,1,1
0.85541886,-0.23302318,-1.2876896,0,0
-0.8712071,0.633698,-0.124125496,1,1
0.30289856,1.3270749,1.2614344,1,1
1.200744,0.14833413,0.3504862,1,1
0.026638385,-0.89173126,1.3839148000000001,1,1
1.3388741000000002,-1.2037508,-1.5709256,0,0
1.3388741000000002,0.70303565,1.3379847,1,1
1.062614,-1.3424263,0.059595153,1,1
-1.2165323000000001,-0.82239354,-1.1652091999999998,1,1
-1.4237274,-1.5851082,-1.0810038999999998,1,1
0.3719636,0.70303565,0.059595153,0,0
-0.111491695,0.32167834,-1.4943753,0,0
-1.6999876,1.4657502,-1.4178251,0,0
1.062614,-0.44103625,0.32752109999999995,1,1
1.5460693,0.18300296,0.31221104,1,1
0.3719636,1.2924061000000002,-0.8666630999999999,0,0
1.3388741000000002,1.1190618,-0.34612128,0,0
1.3388741000000002,-0.718387,1.0394386,1,1
0.85541886,-0.12901664,0.304556,1,1
-0.594947,0.98038644,1.154264,1,1
0.9244839,-1.2730886000000001,-1.4943753,1,1
-0.94027215,-1.4811016000000001,1.1006788,1,1
-1.0784023,-0.5797116,-1.6245108,0,0
1.4079392,-0.40636742,-1.6092007,0,0
0.3719636,1.1883996000000001,-0.7824578000000001,0,0
-1.4927925,-0.78772473,1.3303296999999998,1,1
-1.3546624,-0.30236086,-0.9967985999999999,0,0
-0.38775185,-0.6837181999999999,1.2690895,1,1
0.9244839,1.6390945,0.11318034,0,0
0.64822376,1.2924061000000002,-1.4254801000000001,0,0
0.2338335,1.4310813999999998,0.75620264,1,1
-0.52588195,-0.5797116,0.6643423,1,1
1.062614,-1.0997443,0.0749052,1,1
-0.042426652999999995,1.4310813999999998,0.64903224,1,1
0.7172888000000001,0.7723734,-1.4407902,0,0
-0.45681688,0.32167834,1.3456397,1,1
0.7172888000000001,-0.12901664,-1.6551308999999998,0,0
-1.4927925,1.3270749,0.32752109999999995,0,0
-0.45681688,-0.37169856,-1.5479604999999999,0,0
-1.6999876,-0.64904934,0.4346915,1,1
0.16476846,-1.2037508,-1.6780959,0,0
-0.8021421,1.535088,1.6135656999999999,1,1
-1.2855973,0.7723734,0.08256023400000001,0,0
-1.6999876,-0.6837181999999999,1.1619190000000001,1,1
1.4770041999999999,0.35634720000000003,-1.5632706,0,0
-0.8021421,0.2870095,0.79447776,1,1
-0.111491695,0.98038644,1.5676355,1,1
-0.042426652999999995,-0.82239354,-0.11647047,1,1
-0.042426652999999995,-0.7530559,-0.55280703,1,1
1.2698091,-0.40636742,1.2997096000000001,1,1
0.64822376,0.32167834,1.1389539,1,1
-1.5618575000000001,0.044327587,-0.42267156,1,1
1.6841993000000002,-1.3077573999999998,-0.101160415,1,1
1.200744,-1.6544458999999998,0.059595153,1,1
0.5100937,-1.4811016000000001,0.14380045,1,1
-0.73307705,-0.37169856,0.37345126,1,1
0.3719636,-1.6891147000000002,-1.4637552,0,0
1.2698091,1.1537306,-0.085850365,0,0
-1.2165323000000001,0.078996435,-0.5987372,0,0
0.5791586999999999,0.25234067,-1.4561002,0,0
-0.111491695,-0.51037395,1.5370153,1,1
0.5100937,1.0497241000000002,1.5217053,1,1
-1.0784023,1.6390945,-1.5785806,0,0
-1.1474673,0.4950226,-0.7365276999999999,0,0
0.44102862,-1.6891147000000002,0.37345126,1,1
-0.38775185,-0.9957378,0.36579624,1,1
0.5100937,-0.5450428,-0.2083308,0,1
0.16476846,-0.5450428,0.8097878000000001,1,1
-0.6640119999999999,1.2577372,0.64903224,1,1
0.30289856,0.32167834,-1.5173404,0,0
-0.18055673,-0.718387,0.9016481,1,1
-1.5618575000000001,-0.6143805,0.40407136,1,1
-0.111491695,-1.5157704,-0.9125933,1,1
0.09570342,1.0150553,0.96288836,1,1
0.2338335,-0.9264001000000001,0.36579624,1,1
1.4770041999999999,0.2870095,-1.2494143999999998,0,0
-0.52588195,0.35634720000000003,-0.8666630999999999,0,0
-1.3546624,0.113665275,-1.708716,0,0
-0.111491695,-0.9264001000000001,-0.39970648,1,1
1.3388741000000002,-0.64904934,-1.4561002,0,0
-1.1474673,-1.4117639,-0.43032658,1,1
0.2338335,1.3270749,0.6643423,1,1
0.7863538,-0.6143805,1.177229,1,1
0.026638385,1.5004191,-0.44563663,0,0
-0.45681688,1.2924061000000002,1.1236438999999998,1,1
-0.594947,-0.16368549,0.22800575,1,1
0.2338335,-1.0650754999999998,1.0470936,1,1
-1.6309226000000001,-0.5450428,0.36579624,1,1
0.2338335,0.7377045,1.5982556,1,1
-0.111491695,0.56436026,-1.0580388,0,0
0.44102862,0.98038644,1.2231593,1,1
0.3719636,0.9457175999999999,0.013664988999999999,1,1
0.026638385,0.14833413,0.044285095999999996,1,1
-0.52588195,-1.6544458999999998,0.79447776,1,1
0.3719636,-0.5797116,-0.009300092,1,1
-0.8712071,1.2577372,0.9705434000000001,1,1
-1.6309226000000001,-1.5504394,0.3504862,1,1
0.3719636,-0.78772473,0.65668726,1,1
-0.3186868,0.21767181,-0.49922183,1,1
1.2698091,-0.40636742,-0.7748028,0,0
0.2338335,-1.3424263,-1.3642398999999998,0,0
0.9935489,0.009658741,1.2843995000000001,1,1
0.09570342,1.6044257,1.6212207,1,1
-0.8021421,-1.4464328000000002,0.105525315,1,1
-1.0093372,-1.2384198,1.3915699,1,1
-0.8021421,-0.09434780000000001,-0.21598582,1,1
0.85541886,-0.6837181999999999,-1.0197637,0,0
0.7172888000000001,0.009658741,-1.5556155,0,0
-0.38775185,0.8763799000000001,0.021320015,1,1
-0.52588195,-0.9264001000000001,-0.843698,0,0
-1.2855973,-1.0997443,0.54186183,1,1
0.5100937,0.633698,-1.4561002,0,0
-0.3186868,-0.64904934,0.7255825,1,1
0.9244839,-1.5851082,1.154264,1,1
0.09570342,-0.9264001000000001,1.177229,1,1
0.09570342,0.9457175999999999,1.2920545,1,1
0.85541886,-0.7530559,0.9016481,1,1
1.5460693,1.0497241000000002,1.1389539,1,1
0.3719636,0.56436026,1.6212207,1,1
0.9244839,0.84171104,-1.1958293,0,0
-1.4927925,0.32167834,0.296901,1,1
0.3719636,0.4950226,0.9781984,1,1
-0.18055673,-0.40636742,-1.0121087,0,0
0.85541886,1.5004191,-0.22364084,0,0
-1.0093372,-1.2384198,0.58779204,1,1
1.2698091,-1.1344131000000002,1.3226746,1,1
0.16476846,-1.5157704,1.3992248999999999,1,1
-1.4927925,0.8763799000000001,0.25862586,0,0
0.9244839,-1.2730886000000001,-0.98914355,1,1
-1.6309226000000001,-0.5450428,0.27393590000000007,1,1
1.2698091,-1.7237836,0.18207559,1,1
-0.73307705,-0.9264001000000001,1.2767445,1,1
-0.45681688,-0.7530559,1.6365308,1,1
1.5460693,1.1537306,-0.062885284,0,0
-0.45681688,-0.025010105,0.95523334,1,1
-0.3186868,-0.059678953,-0.89728326,0,0
0.5791586999999999,0.56436026,0.059595153,1,1
-1.4237274,0.52969146,-1.0503837999999999,0,0
-0.18055673,0.21767181,1.3532947,1,1
-0.24962178,-1.5851082,1.6212207,1,1
1.6841993000000002,-0.82239354,-1.0121087,0,0
1.4770041999999999,-0.025010105,1.2001941,1,1
-0.3186868,-1.4117639,-0.48391178,1,1
-0.111491695,0.21767181,0.8327529,1,1
0.3719636,-0.059678953,0.22800575,1,1
1.2698091,-1.1344131000000002,-1.6627859,0,0
-0.24962178,0.52969146,-1.4637552,0,0
0.026638385,-0.059678953,-0.7671478,0,0
1.4079392,0.14833413,0.85571796,1,1
0.16476846,-0.78772473,-1.6398207999999999,0,0
0.44102862,-0.33702973,-1.1805192,0,0
1.3388741000000002,0.18300296,-1.0274187,0,0
1.4770041999999999,0.2870095,-0.51453185,0,0
0.9935489,-0.44103625,1.0547487,1,1
1.4079392,0.7377045,0.32752109999999995,1,1
-0.45681688,-1.619777,-0.15474561,1,1
-1.3546624,0.8763799000000001,0.49593168,1,1
0.7172888000000001,0.8070421999999999,-1.2111393,0,0
1.5460693,1.1537306,-1.4867203000000002,0,0
-0.38775185,0.5990291,-1.111624,0,0
-1.6999876,-0.8570624,-0.7059075,1,1
1.3388741000000002,1.1190618,-1.3336197,0,0
-1.2855973,1.6737634,0.5648269,0,0
-1.0093372,1.5004191,-0.8896281999999999,0,0
0.30289856,0.18300296,-1.6857509999999998,0,0
-0.73307705,0.21767181,-0.3537763,0,0
-0.111491695,-0.5450428,0.26628090000000004,1,1
1.2698091,-1.1344131000000002,1.2155042999999999,1,1
-0.8021421,1.2577372,0.9399233,1,1
0.16476846,-0.40636742,0.15145548,1,1
-0.45681688,-0.718387,1.0700587,1,1
1.6841993000000002,-1.619777,-1.103969,1,1
-0.8021421,-0.6837181999999999,0.40407136,1,1
-1.6999876,-1.5504394,-0.5451520000000001,1,1
-1.3546624,-0.89173126,-1.5403055,0,0
-0.8021421,1.0150553,1.3992248999999999,1,1
-0.111491695,-1.169082,1.6901159,1,1
0.3719636,0.113665275,-0.9202483,0,0
1.3388741000000002,-1.1344131000000002,1.154264,1,1
1.200744,1.1883996000000001,-1.0197637,0,0
0.9244839,-0.78772473,0.9016481,1,1
1.5460693,-0.23302318,-1.2341043999999999,0,0
-0.8712071,1.0150553,-0.26191598,0,0
-0.042426652999999995,-1.2730886000000001,-1.1805192,0,0
0.9935489,1.1190618,0.59544706,1,1
1.4079392,0.56436026,1.5599804,1,1
1.6841993000000002,0.46035373,-0.75949275,0,0
0.3719636,0.8070421999999999,-0.31550118,1,1
1.3388741000000002,1.3617437,-1.0121087,0,0
1.6151342,0.42568490000000003,-0.055230256,1,1
0.9935489,-0.64904934,0.54186183,1,1
-1.5618575000000001,0.078996435,1.6518408,1,1
